Day,URL,Content
214,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/214,"Today’s reading fast forwards several decades into a new phase of Israel’s rebuilding campaign. But some of the people’s choices feel more like a rewind, back into past mistakes.
Once again, the story starts with a Persian king declaring that all Israelites are free to return home. This time, a Torah scholar named Ezra leads the journey back to Jerusalem.
Like Zerubbabel, Ezra gets off to a great start. He gathers a group of exiles to rebuild a Torah-observant community back in the land. He even includes Levites so they can transport the sacred materials for the temple (see Num. 3-4). Before they leave, Ezra leads the community in corporate fasting and prayer for God’s protection on the dangerous journey through the wilderness. They make it to the promised land safe and sound.
But then Ezra’s rebuilding campaign, like Zerubbabel’s, turns for the worse. Ezra learns that, once again, many men have intermarried with non-Israelites. God prohibited Israel from intermarrying (Deut. 7:3-4). He said doing so would cause Israel to give allegiance to other gods. This exact thing led to idolatry and exile before. Ezra’s response sharply warns against repeating those old mistakes.
Distraught, Ezra turns to Yahweh with a heartfelt prayer of repentance. But then he quickly enacts a divorce decree to cast all these women
and
their children out on their own—even though God opposes such divorce and relational violence against vulnerable women and children (Mal. 2:13-16).
Note: God’s prohibition against intermarriage was not a universal prohibition for all humanity. It is specifically related to the Israelites’ worship of idols and other gods as a result of their intermarriage practices at that time.
Notice two key points as the story concludes. First, Ezra faces an impossible situation. Either decision violates God’s instruction. Second, at the end, we want to know if God approves of Ezra’s choice, but Scripture does not tell us. Perhaps the authors are illustrating the desperate, impossible situations we get ourselves into, where the only way forward is to trust God’s compassionate mercy.
Getting the Israelites out of Babylon was easy. God stirs the hearts of Persian rulers, and good things begin. Getting Babylon out of the Israelites is turning out to be a lot harder.
Reflection Questions
Have you ever found yourself in an impossible situation, where you can’t think or behave your way out of a bad spot? How could the conclusion to the book of Ezra, seen in light of the overall biblical story, provide hope in God’s compassionate mercy?
Read Ezra 9:7-9 closely. How does Ezra describe Israel’s condition back in the land? What does his prayer reveal regarding the returned Israelites’ beliefs about exile?"
215,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/215,"First Zerubbabel. Then Ezra. Now Nehemiah. Maybe the third time’s the charm?
Today’s reading introduces another passionate, visionary leader in Israel’s post-exilic community. Nehemiah serves as cupbearer to the Persian king. When he hears about the sorry state of Jerusalem’s walls, he decides to change careers. He packs his bags and heads to the promised land as a construction supervisor.
Nehemiah has barely arrived in the city and surveyed the scope of the project before harsh naysayers start mocking him and opposing the work. Not that he’ll let insults or threats stop him. Nehemiah stations armed guards to protect his workers and help get those walls built. To him, it’s a matter of trusting God to protect and empower the good work.
At first glance, Nehemiah’s determination seems reasonable—admirable, even. In an age of aggressive empires, the city needs all the defenses it can get.
When we zoom out to consider the larger design of the book, Nehemiah’s actions take on a more hostile tone. Zerubbabel told local volunteers that they had “no part” in the temple (Ezra 4:3). Ezra told local Israelites who intermarried with their neighbors that they would be excluded from the community (Ezra 10:8). Now, Nehemiah tells local officials skeptical of his project that they have “no part” in Jerusalem (Neh. 2:20).
On the one hand, Nehemiah is a positive character in the story. He does what he believes God called him to do, in the way he sees as faithful. On the other hand, the authors connect the dots with literary design to suggest something deeper is at play. An us-versus-them mentality has been plaguing the post-exilic community. That mentality opposes Israel’s original calling to become a blessing to every family and nation on Earth (Gen. 12:2-3).
If we zoom out even further, we can see that this antagonistic attitude doesn’t match the prophets’ hopes for life after exile either. The prophet Zechariah, for example, said that the new Jerusalem of God’s Kingdom would be a city without walls, surrounded by God’s presence and joined by people from all nations (Zech. 2:3-11). Nehemiah seems to operate with the opposite vision.
The Israelites have been longing for home. But who decides who gets to call Jerusalem home?
Reflection Questions
Take a moment to review Zechariah’s vision of the new Jerusalem in Zechariah 2 and 8. What differences do you notice between the prophet’s hopes for the city and the reality Zerubbabel, Ezra, and Nehemiah have been building?
Look up Ezekiel 13:1-7 and Lamentations 5:17-18. How do these passages use the imagery of foxes (or jackals—it’s the same word for both in Hebrew) and ruined, desolate places? What have you learned from this imagery about Tobiah’s insult in Nehemiah 4:3?"
216,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/216,"A new wall can protect Jerusalem from outside threats, but who will protect the people from threats within? In today’s reading, Nehemiah discovers that seven decades of exile failed to sour the Israelites on slavery. The returned exiles have been selling their own people as debt slaves!
Nehemiah drags the city’s elites to an emergency town hall meeting and gives them a tongue-lashing. “We just bought our fellow Israelites out of slavery. Now you’re putting them back in chains?” The wealthy landowners squirm.
This story highlights the tension between failure and hope in post-exile Jerusalem. It’s only been a generation or two, and the Israelites are again enmeshed in toxic patterns of injustice and exploitation that landed them in exile in the first place.
Nehemiah doesn’t only rebuke the people for wrongdoing. He also urges them to make things right with a mini Jubilee. Those who have profited by oppressing their powerless neighbors agree to return everything they’ve swindled.
While Nehemiah has his moments of failure, he seeks justice for the vulnerable and follows God’s instruction. Even though Nehemiah’s vision for Jerusalem’s walls falls short of the prophets’ ideal, he shows remarkable courage and integrity in his work.
Death threats, blackmail, smear campaigns—none of it makes a dent in Nehemiah’s resolve. He rallies the community to persevere faithfully under pressure. Under his leadership, the builders wrap up construction in 52 days, shocking everyone.
Walls have been built. Slaves are set free. Could this be a fresh start for Jerusalem?
Reflection Questions
Take a moment to review the social and civil laws, including regulations about interest, in Deuteronomy 22-23. Where do you see God placing the needs of the weak over the claims of the powerful in these laws? How do the returned exiles live up to this ideal in today’s reading?
Compare Nehemiah 5:1-13 to the story of Zacchaeus (Luke 19:1-10). What do these two stories reveal about repentance and restitution when someone cheats their way into wealth?"
217,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/217,"Today, Ezra and Nehemiah gather former exiles of all ages to hear the Scriptures read aloud. We see Yahweh’s people respond with attentive listening. This seven-day Bible marathon moves the people so deeply that they commit to following the terms of the Torah once again, this time with renewed energy.
It’s another of many scenes showing Yahweh’s desire to communicate with his people and provide good instruction. From the earliest days of walking and talking with Adam and Eve in the garden to speaking through the dreams of the patriarchs, from mediating his instruction through Moses and carved stone tablets to the bold leadership of the judges and the strange sign-acts of the prophets—throughout the Bible, God speaks words of life to humanity.
Reading the Scriptures out loud as a community involves more than just telling the people of God their story. It allows groups to practice collective listening, turning their attention to God together and embodying the story in their own time and place, to not only hear but to listen and live into the story that leads to Jesus.
Watch today’s video to learn why the public reading of Scripture was so important for God’s people in the Bible and today.
Reflection Questions
Compare today’s reading to Josiah’s public reading of the Scriptures in 2 Kings 23:1-3. What similarities and differences do you notice?
Review the description of the Feast of Tabernacles (or Booths) in Leviticus 23:33-43. Why were the Israelites supposed to celebrate this festival every year? What would be the significance of celebrating the Feast of Tabernacles right after listening to their national story in the Torah?"
218,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/218,"Ezra’s public reading of Scripture seems to have sparked a change of heart among the returned exiles. After a joyous celebration and mournful repentance, the people decide to formalize their recommitment to God in a covenant renewal ceremony.
The Israelites vow to live up to their calling as Yahweh’s royal priesthood and holy nation. They swear an oath, signed and sealed by priests and Levites. The people promise to honor Yahweh’s sacred space. They will provide for Yahweh’s house by contributing wood, the firstfruits of their crops, and tithes.
The people also promise to honor Yahweh’s sacred time. They will rest every week on the Sabbath. Every year, the Israelites will celebrate the festivals that tell the story of Yahweh’s redemption. Every Sabbath year, they will let their land rest and cancel all debts.
Yahweh’s kingdom of priests has renewed its commitment to the covenant and started to put down new roots in the land of promise. Is this renewed commitment more like a starting line or a finish line? Have they finally arrived, or are they just beginning?
Have the people turned their hearts to Yahweh as the prophets encouraged? Tomorrow, we’ll find out.
Reflection Questions
Take a moment to review the regulations for Israel’s ritual feasts in Leviticus 23. How do you think these annual celebrations would have helped the post-exilic generations of Israelites remember God’s character and their place in God’s redemptive story?
Compare the returned exiles’ recommitment to the covenant to the Israelites’ recommitment to the covenant under Joshua’s leadership (Josh. 24:1-28). Meditate on the words and actions of the people and their leaders, as well as the key themes and contexts of each story. What similarities and differences do you notice?"
219,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/219,"Today, we reach the conclusion of Ezra-Nehemiah. It is a huge downer.
Nehemiah returns from a business trip to Persia to discover the people are breaking their freshly renewed agreement to follow Yahweh, and not in minor or accidental ways. With brazen disregard, they are not sending tithes of grain to the Levites who serve in Yahweh’s sacred space. The Levites rely on that food to live.
The people of Jerusalem were dishonoring Yahweh’s sacred time by working, buying, and selling on the Sabbath. Within sight of Jerusalem’s newly rebuilt walls, no less.
All this backsliding sends Nehemiah on a rampage. He beats people and pulls out their hair, screaming that they must obey the commands of the Torah. It’s
intense.
His last recorded words are a prayer asking that God remember him with favor because, well, at least he tried.
It’s a strange, anticlimactic ending—one that matches the whole Ezra-Nehemian book, in a way. Zerubbabel, Ezra, and Nehemiah had powerful visions for rebuilding the Kingdom of Israel and the passionate determination to complete their work. It turns out all the zeal in the world can’t change the human condition.
The Israelites’ problems before the exile always traced back to hard hearts. Israel’s problem after the exile is the same. After decades of destruction and deportation, the people came home. But they never fully return to God, and God’s glory never returns to the temple.
If Yahweh’s covenant partners are ever going to love and obey their God, they’re going to need a more profound transformation than stricter law enforcement, social-system reforms, and building projects can bring. They need new, soft hearts. Hearts not of stone but of flesh. Hearts that God promised to give humanity. When will that day come?
Reflection Questions
Look back over Yahweh’s promises to give his people new hearts in Jeremiah 31:31-36 and Ezekiel 36. How do these prophets describe Yahweh’s future restoration of Israel? How does the return from exile fall short of these expectations in Ezra-Nehemiah?
Take a moment to meditate on Yahweh’s covenant promises to Abraham, all the way back in Genesis 12:1-3. Which of these promises have been fulfilled on the far side of Israel’s exile? Which promises have yet to be fulfilled?"
220,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/220,"Today brings us to Chronicles, the final book of the Hebrew Bible (as originally arranged). It begins with a nine-chapter genealogy, chronicling hundreds of names and family histories from the time of creation to the period after Israel’s Babylonian exile.
Remember that the long lists of names are more than simple record keeping. Imagine a family tree with your own parents, grandparents, and extended family. To someone else, it would just be a directory of strangers. To you, each name would represent a life full of stories, lessons, and memories. In this case, the stories follow the family line back to Adam.
For ancient Israelite readers, these family trees were a shorthand way of retelling the history of their people. Each name evokes a story: “Adam” takes us back under the fruit trees of Eden. When we read “Noah,” we remember the torrential downpour of God’s de-creation and the shimmering rainbow of promise on the other side. “Abraham” brings to mind long journeys, Egyptian detours, counting stars, a smoking firepot, a runaway slave, a ram on a mountain, laughter, failure, promises, blessing, and hope.
Seen in the right light, the long list of names can evoke a long picture of beauty.
Watch today’s video to learn how Chronicles uses genealogies—and much more—to reshape the past stories of Israel to generate hope for a better future.
Reflection Questions
Take a close look at the family trees in 1 Chronicles 3:17-24. Which names do you recognize? What does this section of the genealogies tell you about when the chronicler would have written this scroll?
As you read through the genealogies, pay attention to the chronicler’s emphasis on kingship and priesthood. What family trees point to the story of the messianic king from David’s line? What names are associated with the priests ministering in the temple?"
221,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/221,"Saul’s unfaithfulness. David’s rise to the throne. Yahweh’s blessing over the new king. Feeling déjà vu while reading today? That’s probably because the chronicler draws heavily on the books of Samuel and Kings. So heavily, in fact, that many of the stories are almost identical.
Almost.
It can be tempting to breeze through these duplicate stories. But skimming the surface risks missing the chronicler’s genius in strategically editing and compiling his work. Upon careful reading, one notices meaningful omissions and interesting new details.
Take, for example, the list of men who joined David’s cause (1 Chron. 12:23-40). Notice key details around the names and numbers. The men who rally around David come from
all
12 tribes, even Levi. And they don’t just bring their swords. They come with flour, fig cakes, wine, and olive oil, portraying the 12 tribes uniting under Yahweh’s anointed king. Edenic abundance? Joy in Israel? This is starting to sound like something from the prophets!
The chronicler doesn’t just repeat stories from the past. He recasts them in a way that reminds people they have reason to hope for the future. It’s been a long, arduous journey. But when you zoom way out and notice the pattern of God’s love, protection, and promise for life ongoing, the old story points forward to a new messianic king rising to power.
The cycle of faith and fear will finally break under this king’s wise and benevolent rules, ushering in a new era of joy, peace, and abundance. Someone just like David, only better.
Reflection Questions
You may have noticed that the chronicler differs from the authors of Samuel and Kings not just in content, but also in style. Look closely at the chronicler’s poetic descriptions and exalted language (1 Chron. 11:23, 12:8, 12:14-15, or 14:17). How do these literary flourishes change the feel of the story?
Look at the chronicler’s account of David’s family (1 Chron. 14:3-7). Which details does the Chronicler leave out of his version of the story? (If you need to refresh your memory—it’s been quite a while since Samuel and Kings—look back over 2 Samuel 3:12-14 or 2 Samuel 11). How does this shape David’s characterization in Chronicles?"
222,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/222,"If it walks like a priest, talks like a priest, sacrifices like a priest, and ministers like a priest, it might just be a … king? In today’s reading, the chronicler shifts his focus from David’s role as the anointed king to that of the royal priest.
David builds his holy city on Mount Zion. He then makes Jerusalem the spiritual capital of Israel by setting up a tent with the ark of the covenant inside. To celebrate, David throws an epic party. There’s singing, dancing, and marching bands. The king himself leaps and spins through the streets, leading a lively parade of Levites (the priestly tribe) in his wake.
Israel’s king goes up a new, Heaven-on-Earth mountain to bring the ark of Yahweh’s presence back into the Eden tent? What an incredible moment.
And there’s more. When King David brings the ark into Jerusalem, he does things only a
priest
is supposed to do. He sets up a tabernacle, which is technically the Levites’ job (Num. 1:51, 4:1-33). He wears a priest’s linen uniform, including an ephod (see Exod. 28). He even offers sacrifices to Yahweh. This responsibility was strictly off-limits to anyone outside the priestly family line (Num. 3). At the end of Jerusalem’s spectacular jamboree, David blesses the Israelites, just like Aaron, the high priest (Num. 6:22-27; Deut. 10:8).
Watch today’s video to learn more about David the priestly king and how he points forward to humanity’s true royal priest to come.
Reflection Questions
Take some time to meditate on Genesis 14:18-20 and Psalm 110. How does Melchizedek anticipate the dual role of king and priest that David plays in today’s reading?
Look back over Leviticus 10:1-3. What happened the last time someone offered an unauthorized sacrifice to Yahweh? What happens when David, who has not been ordained to the priesthood, offers sacrifices to Yahweh in today’s reading? What does this show you about Yahweh’s attitude toward David’s actions?"
223,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/223,"“In the spring, at the time when kings go off to war, … David remained in Jerusalem” (1 Chron. 20:1). Uh oh. We’ve seen this story before. When David abdicates his responsibilities, things end in disaster—sexual assault and murder plunge David’s family into a spiral of relational feuding and fractures.
This time, the story skips right over David’s catastrophic sins of adultery and murder. It might seem as if the chronicler is trying to sweep David’s dirty secrets under a rug, but the chronicler has read Samuel and Kings. He knows his readers have too. He omits this failure in David’s story to inspire hope for a future messianic king—one who would
never
take another man’s wife and cover it up with murder.
This doesn’t mean the chronicler leaves out all of David’s mistakes, though. Today’s reading does include the story about David taking a military census instead of trusting Yahweh. Here, the chronicler uses a story of major transgression to portray David as a priestly intercessor.
David pleads with Yahweh to spare the people from severe judgment. This is a hyperlink to Moses after the golden calf incident, begging Yahweh to spare the people (Exod. 32:30-32).
David also builds an altar on the future foundation of Yahweh’s temple. When David offers sacrifices on this altar, he calls on Yahweh, who responds by sending fire from heaven—just like the story of Elijah on Mount Carmel (1 Kgs. 18:36-38).
A king is coming. Like Moses, he will intercede to save the people. He will channel God’s mountaintop power like Elijah, offer sacrifices like Aaron, and succeed where David failed.
Reflection Questions
Look closely at 1 Chronicles 18:1-12. What does David do with the wealth and horses he wins through battle? Compare these details to the Torah’s rules for Israelite kings in Deuteronomy 17:14-20. What do you notice? How does the chronicler use these hyperlinks to present David as an obedient king?
Compare the chronicler’s account of David buying the threshing floor (1 Chron. 21:18-26) to the account in 2 Samuel 24:18-25. What differences do you notice? What aspects of David’s character might the chronicler be highlighting through these details?"
224,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/224,"Who built Israel’s first temple in Jerusalem? If you asked the authors of Samuel and Kings, they’d say King Solomon. He imported the wood, assembled the workers, and oversaw the whole construction project. From the first foundation stone laid, to the last golden bowl placed by the altar, Solomon oversaw everything. But if you asked the author of Chronicles, he would tell you David did the heavy lifting on the temple project.
In today’s reading, we learn that David gave his son, Solomon, a generous head start on the temple’s construction. He recruited stonecutters, stockpiled iron and bronze, set aside gold and silver from the royal treasury, mustered priests and Levites to staff the building when it was completed, and rallied all the leaders of Israel to support the project. All Solomon had to do was put the building blocks together.
The chronicler also tells us why David couldn’t build the temple himself. He shed too much blood during his many wars. Though David’s military campaigns disqualified him from building Yahweh’s sacred house, his victories brought security and rest for Solomon’s reign. So Solomon, whose name means “peace,” builds the temple instead.
For the chronicler, the royal priest and the glorious temple are a match made in Heaven. By having David play a large role in its construction, he can point to a future day when a better king and a more glorious temple will arrive together.
Reflection Questions
Compare David’s speech to Solomon (1 Chron. 22:6-13) with Yahweh’s speech to Joshua in Joshua 1:1-9. What similarities do you notice? What do these hyperlinks reveal about the kind of leader David wants Solomon to become?
According to 1 Chronicles 23, what jobs did the Levites have in the temple? How is this different from their tabernacle duties in Numbers 3-4? What similarities do you notice between these two passages?"
225,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/225,"Even when the Israelites were trekking through harsh wilderness, they managed to build and travel with a tabernacle that gleamed with the splendor and abundance of Eden. How splendid will the temple be with the resources available to Israel at the height of their power!
In today’s reading, the chronicler continues narrating the story about temple construction under David’s leadership. In the same way Yahweh gave Moses the
pattern
for tabernacle construction, God shows David the blueprint
pattern
for the temple (Exod. 25:9, 40; 1 Chron. 28:11-12). The traveling Eden space gets a permanent resting place and a major upgrade.
Before dying, David urges Israel’s officials to contribute to the temple’s construction. He echoes the speech Moses gave the Israelite community when the tabernacle construction project needed funding (Exod. 35:1-18). David’s audience responds the same way Moses’ audience did, with extravagant generosity (Exod. 35:20-29).
Where the wilderness nomads of Moses’ generation had only gold jewelry and dyed cloth to donate, the national elites of David’s day offer piles of gold and gemstones.
More glory, more grandeur—but the same basic design. David’s detailed instructions to Solomon show the temple receiving the same furniture as the tabernacle: altar, lampstand, table stocked with bread, and more. In the heart of Yahweh’s sacred space, shiny golden cherubim spread their wings over the ark of the covenant. (Recall the two cherubim set at Eden’s gate at the exile of Adam and Eve.)
Watch the video to learn more about these mysterious spiritual creatures who guard the borders between Heaven and Earth. The extravagance of the temple in Chronicles points to a future, more glorious space, where Heaven and Earth will meet.
Reflection Questions
Compare the story of David’s last words and death as recorded in Chronicles (1 Chron. 29:10-30) and in Kings (1 Kings 2:1-10). What differences do you notice?
Notice that the ark of the covenant is called a chariot in today’s reading (1 Chron. 28:18). Where else have you seen Yahweh’s presence rest on a chariot? (Turn to Ezekiel 1-3 for a hint.) How does this help you understand the introduction to the book of Ezekiel?"
226,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/226,"Today begins 2 Chronicles, the second half of what was once a single book. We’re in the Hebrew Bible’s home stretch. The chronicler focuses this part of the scroll on David’s descendants who lived in the southern kingdom, Judah.
The author selects and arranges these stories to illustrate an important pattern in Judah’s kings. Those who trusted and followed Yahweh experienced success and blessing. The kings who did the opposite experienced the opposite.
The first story recalls Solomon, showcasing the positive aspects of his reign. The chronicler does not mention the bloody assassinations or political schemes surrounding Solomon’s rise to power, which we saw in the book of Kings. Instead, the story skips to Solomon’s generous sacrifice at Gibeon and his prayer for wisdom.
Where Kings lingered on stories about that wisdom in action, Chronicles jumps right to the temple. Solomon follows his father David’s instructions and uses his extravagant wealth to build Yahweh a glorious, golden palace.
For all the differences between Chronicles and Kings, here the two scrolls are on the same page: The temple in Jerusalem is an Eden space by design. Gold, palm trees, pomegranates, and cherubim carved into the walls and woven into the curtains. Every detail glows with garden life.
Spectacular obedience leads to spectacular blessing. And it’s about to get even better.
Reflection Questions
Compare the story of Solomon’s sacrifice at Gibeon and his request for wisdom in 2 Chronicles 1:1-13 to the same story in 1 Kings 3:1-15. What similarities and differences do you notice? What themes does the chronicler emphasize in his version of the story?
In today’s reading, we learn that Solomon built Yahweh’s temple “in Jerusalem on Mount Moriah” (2 Chron. 3:1). Take a moment to review Genesis 22, the only other story in the Hebrew Bible where Mount Moriah appears. What have you learned about the history of this mountain?"
227,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/227,"Try describing the Chronicles scroll in five words or less. “Didn’t we already read this?” “David: only the good stuff.” “Seriously,
another
list of names?”
This one works pretty well: “The whole TaNaK, only shorter.”
The opening genealogies in 1 Chronicles trace a biblical storyline from Adam to Saul, zipping through Genesis to Samuel in just nine chapters. Then it slows down to zoom in on King David, portraying in him the divinely appointed king-priest, God’s promised ruler to come. Then 2 Chronicles starts zipping through history once more, this time careening toward Israel’s exile.
Today’s journey transports us into what might be the brightest moment in Israel’s story so far.
The entire nation lives in unity under one ruler. People enjoy peace, security, and Edenic abundance under Solomon’s wise rule. As the crowning moment, Yahweh’s glorious presence fills the newly constructed temple. The whole country celebrates with two weeks of singing, feasting, and too many sacrifices to count. Almost too good to be true, the extravagance described celebrates something that was, while simultaneously envisioning something yet to come.
Chronicles is like a condensed version of the TaNaK, but it’s not the only Hebrew Bible book that does this. The book of Psalms retells the entire story of the Hebrew Bible, but through poetic form. Similar to our passage from Chronicles, today’s psalm envisions the high point of Israel’s history.
Psalm 72 sees the faithful and beautiful aspects of Solomon’s reign as a picture of God’s future messianic king. Psalm 72 is also the last poem of Book Two in the five-book Psalter—right before the tide turns and Israel’s peaceful era begins to darken in Book Three.
Watch the video to learn how the psalms’ design and arrangement work like an invitation for readers to immerse themselves in the whole biblical story.
Reflection Questions
We may have passed the section of Chronicles about David, but he’s still playing an outsized role. How many mentions of David can you find in today’s reading? What might such repetition suggest about the chronicler’s perspective on Israel’s history?
How does Psalm 72 describe the character and rule of Israel’s messianic king? Where did Solomon live up to these expectations? Where did he fall short?"
228,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/228,"Familiar settings bring up old memories, and in today’s video, you’ll learn how authors use settings to set your expectations or to disrupt what you expect. Either way, settings are not just backdrops for the narrative. They’re part of the plot.
Take Egypt, for example, where bad things tend to happen when Abraham’s family visits. Often (not always), Egypt as a setting suggests ominous, painful things are about to happen. When Solomon decides to form an Israel-Egypt alliance by marrying Pharaoh’s daughter (2 Chron. 8:11) and importing horses from Egypt (2 Chron. 9:28), all the Egyptian enmeshment feels ominous, like pain is coming.
Sure enough, a few years fly by, and Solomon’s relationship with Egypt sours and then—worse. After Solomon’s death, his son, Rehoboam, inherits the kingdom and promptly runs it into the ground. It takes Rehoboam three short
days
to lose 10 of the 12 tribes, and he spends the rest of his reign rejecting Yahweh and leading everyone else to do the same.
Under Rehoboam’s watch, Yahweh’s temple gets ransacked by—you guessed it—Egypt. King Shishak invades Jerusalem and strips both the royal palace and the temple bare.
But when Rehoboam humbles himself before Yahweh, God shows mercy to the Southern Kingdom. Despite Rehoboam’s unfaithfulness, God shows mercy and finds some good still in Judah.
Reflection Questions
Meditate on 2 Chronicles 11:13-17, a new story not found in the Kings scroll. Why do you think the chronicler added material about priests and Levites defecting from the Northern Kingdom to support David’s line?
Recall that Chronicles was written after the exile to give the Israelites hope for the future. How might the chronicler’s additions to Rehoboam’s history offer hope to Israelites who had experienced the devastating consequences of rejecting Yahweh?"
229,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/229,"“The eyes of Yahweh roam throughout the earth, so that he may strongly support those whose hearts are wholly his” (2 Chron. 16:9). And the eyes of the chronicler roam throughout the pages of Israel’s history, so that he may remind his readers what happens when kings love Yahweh wholeheartedly—and what happens when they don’t.
The chronicler reviews a series of character studies so that later generations will never forget Judah’s history. He wants all of God’s people to learn from their family’s story, which helps avoid repeating the bad parts and hopefully leads to greater love for God and others—a greater willingness to trust God’s instruction (Hebrew:
torah
).
Like most biblical authors, the chronicler does not teach his historical lessons by directly
telling
you whether something was a good idea or not. Instead, the chronicler invites us to evaluate the kings’ decisions according to the results of their actions.
Notice, for instance, what happens to the kings in today’s reading. Jeroboam ditches Yahweh for a pair of golden calves, drives out all the faithful priests, and rebels against David’s royal line in Jerusalem. The result of his actions? Jeroboam’s army gets trounced, even though his army is twice as large as that of his foe.
Kings Asa and Jehoshaphat, on the other hand, spend their reigns smashing idol statues, repairing Yahweh’s temple, and urging their people to obey the Torah. The result? The land enjoys peace. Their foot soldiers destroy hundreds of chariots with nothing but shields and spears—and bring home piles of plunder. Foreign kings flock to Jerusalem with gifts of gold, silver, and livestock.
Like Moses, the chronicler holds out two paths. One leads to life and blessing, the other to death and disaster.
Reflection Questions
Notice that Abijah calls Yahweh’s promise to partner with David’s royal line a “covenant of salt” (2 Chron. 13:5). At several points in the Hebrew Bible, salt functions as a symbol of God’s long-lasting covenant with Israel (Lev. 2:13; Num. 18:19). How might this connection between salt and God’s long-lasting, ancient promises to renew the world help you understand Jesus’ description of his followers as “the salt of the earth” (Matt. 5:13) in the Sermon on the Mount?
Take a moment to meditate on Jeremiah 29:13-14. Where do you see echoes of Jeremiah’s seeking and finding language in today’s reading? How might these hyperlinks have encouraged the chronicler’s readers to stay faithful to Yahweh?"
230,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/230,"Wars, wadis, and waiting on wins from God: Have we heard this one before? Yes and no.
You might recognize several stories in today’s reading. Jehoshaphat’s military partnership with Ahab. Micaiah slapped in the face by a false prophet. A stray arrow brings Ahab down. These are almost identical repeats of stories told in the book of Kings.
But the chronicler expands the stories with new material. In Kings, we had a hunch that Jehoshaphat’s alliance with Ahab—murderer, idol worshipper, all-around nasty dude—was a bad idea. Chronicles confirms this partnership demonstrated a serious lapse in Jehoshaphat’s judgment. In fact, Yahweh sends a prophet to reprimand the king.
For the most part though, Chronicles spotlights Jehoshaphat’s good decisions. When the Moabites and Ammonites team up to invade Judah, Jehoshaphat brings the whole kingdom to the temple to trust Yahweh through fasting and prayer.
Yahweh responds positively to the king’s desperate cry. The enemies never make it past the wadi, a deep gorge that floods during the rainy season. A miraculous rescue at the water’s edge? We really
have
heard this one before!
Jehoshaphat’s band of singers and warriors arrives to fight, but the battle is over. They stand at the edge of the wadi and look across a field of dead bodies—just like the Israelites in Moses’ day, who stood beside the Sea of Reeds (or “Red Sea”), watching Pharaoh’s lifeless army wash up on shore.
Chronicles is not merely a retelling of old stories. It reveals patterns of divine commitment to terrified people in grave danger, standing at the edge of a sea or a river, trusting Yahweh for life. (Remember, bodies of water often symbolize chaos and death in the Bible.) The pattern repeats over and over, ultimately including Jesus’ baptism in the Jordan River.
Through impossible danger, Yahweh can be trusted to preserve and restore life. The pattern suggests divine faithfulness, which invites trust rooted in God’s proven and demonstrated character and actions.
Reflection Questions
Compare 2 Chronicles 20 to Exodus 14. What common images, phrases, and scenes do you notice? Why do you think the chronicler used language from the exodus story to describe the way Yahweh rescued Jehoshaphat?
Can you think of any other stories where the Israelites pulled off a dramatic military victory with a marching band? (Turn to Joshua 6 for a hint.) How might this hyperlink add to your understanding of today’s reading?"
